StateAbbreviation,GeographyName,Geography,Agency,BMPShortName,BMP,BMPType,Unit,Sector,FromLoadSource,ToLoadSource,AmountSubmitted,AmountBackedOut,AmountNotBackedOut,AmountCredited,Excess,TotalAmountCredited,Cost
DE,10001(cbwsonly),"Kent, DE (CBWS Portion Only)",Non-Federal,wetlandrestoreeff,Wetland Restoration Upland Acres,Efficiency,Upland Acres,Agriculture,Pasture,Pasture,246.1955099,0,246.1955099,246.1955099,0,246.1955099,
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.461869657,0,0.461869657,0.461869657,0,0.461869657,998.6268603
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,1.214050889,0,1.214050889,1.214050889,0,1.214050889,2624.947989
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.085040912,0,0.085040912,0.085040912,0,0.085040912,183.8703575
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.512288988,0,0.512288988,0.512288988,0,0.512288988,1107.640512
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,13.43670654,0,13.43670654,13.43670654,0,13.43670654,29052.04068
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,4.30042E-05,0,4.30042E-05,4.30042E-05,0,4.30042E-05,0.09298105
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Department of Defense,st,Stormwater Performance Standard-Stormwater Treatment,Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Ag Open Space,Ag Open Space,572.7623825,0,572.7623825,572.7623825,0,572.7623825,15206.84125
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,5735.080897,0,5735.080897,5735.080897,0,5735.080897,152266.3978
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,3647.61395,0,3647.61395,3647.61395,0,3647.61395,96844.15036
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,6137.704723,0,6137.704723,6137.704723,0,6137.704723,162956.0604
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Leguminous Hay,Leguminous Hay,806.1234522,0,806.1234522,806.1234522,0,806.1234522,21402.57766
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,261.6684597,0,261.6684597,261.6684597,0,261.6684597,6947.297605
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,46.17667846,0,46.17667846,46.17667846,0,46.17667846,1225.990813
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,1691.902626,0,1691.902626,1691.902626,0,1691.902626,44920.01471
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,1410.293009,0,1410.293009,1410.293009,0,1410.293009,37443.27939
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Specialty Crop High,Specialty Crop High,228.3565426,0,228.3565426,228.3565426,0,228.3565426,6062.866207
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Specialty Crop Low,Specialty Crop Low,398.4778676,0,398.4778676,398.4778676,0,398.4778676,10579.58739
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,1577.252029,0,1577.252029,1577.252029,0,1577.252029,41876.04138
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Other Hay,Other Hay,3554.612635,0,3554.612635,3554.612635,0,3554.612635,94374.96547
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,conplan,Soil Conservation and Water Quality Plans,Efficiency,Acres,Agriculture,Pasture,Pasture,5631.17391,0,5631.17391,5631.17391,0,5631.17391,149507.6673
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,advancedgi,Advanced Grey Infrastructure Nutrient Discovery Program (IDDE),Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,15.24225044,0,15.24225044,15.24225044,0,15.24225044,169.9510924
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,advancedgi,Advanced Grey Infrastructure Nutrient Discovery Program (IDDE),Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,76.51721954,0,76.51721954,76.51721954,0,76.51721954,853.1669979
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,advancedgi,Advanced Grey Infrastructure Nutrient Discovery Program (IDDE),Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,710.0847168,0,710.0847168,710.0847168,0,710.0847168,7917.444592
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,advancedgi,Advanced Grey Infrastructure Nutrient Discovery Program (IDDE),Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,1808.155884,0,1808.155884,1808.155884,0,1808.155884,20160.9381
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,advancedgi,Advanced Grey Infrastructure Nutrient Discovery Program (IDDE),Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,advancedgi,Advanced Grey Infrastructure Nutrient Discovery Program (IDDE),Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffexclnar,Grass Buffer-Narrow with Exclusion Fencing,Landuse Change,Acres in Buffers,Agriculture,Pasture,Ag Open Space,27.11524377,27.1152164,2.7368E-05,2.7368E-05,0,27.11524377,31729.9871
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Full Season Soybeans,True Forest,57.28949693,57.28947203,2.49064E-05,2.49064E-05,0,57.28949693,17148.46512
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Grain with Manure,True Forest,36.43714425,36.43712088,2.33711E-05,2.33711E-05,0,36.43714425,10906.73039
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Grain without Manure,True Forest,61.3114318,61.31138801,4.37987E-05,4.37987E-05,0,61.3114318,18352.35088
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Leguminous Hay,True Forest,7.982885146,7.98283525,4.98957E-05,4.98957E-05,0,7.982885146,2389.517011
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Silage with Manure,True Forest,2.613888321,2.613849199,3.91223E-05,3.91223E-05,0,2.613888321,782.4151911
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Silage without Manure,True Forest,0.461274419,0.4612397,3.47189E-05,3.47189E-05,0,0.461274419,138.0732718
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Small Grains and Grains,True Forest,16.90093981,16.90089624,4.35775E-05,4.35775E-05,0,16.90093981,5058.958315
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Double Cropped Land,True Forest,14.08785379,14.0877859,6.78815E-05,6.78815E-05,0,14.08785379,4216.917273
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Specialty Crop High,True Forest,2.281124979,2.281087431,3.75481E-05,3.75481E-05,0,2.281124979,682.80914
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Specialty Crop Low,True Forest,3.980519432,3.980472409,4.70227E-05,4.70227E-05,0,3.980519432,1191.488882
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Other Agronomic Crops,True Forest,15.75565906,15.75563963,1.94308E-05,1.94308E-05,0,15.75565906,4716.141426
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,forestbuffers,Forest Buffer,Landuse Change,Acres in Buffers,Agriculture,Other Hay,True Forest,35.20064027,35.20059582,4.4449E-05,4.4449E-05,0,35.20064027,10536.60765
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Ag Open Space,True Forest,0.748960633,0.748939431,2.12028E-05,2.12028E-05,0,0.748960633,114.5685081
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Full Season Soybeans,True Forest,7.641741171,7.641714857,2.63134E-05,2.63134E-05,0,7.641741171,1168.957147
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Grain with Manure,True Forest,4.860284123,4.860242351,4.17717E-05,4.17717E-05,0,4.860284123,743.4776622
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Grain without Manure,True Forest,8.17821987,8.178194792,2.50782E-05,2.50782E-05,0,8.17821987,1251.022294
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Leguminous Hay,True Forest,1.054109565,1.054079188,3.03767E-05,3.03767E-05,0,1.054109565,161.2471401
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Silage with Manure,True Forest,0.348661632,0.348623687,3.79459E-05,3.79459E-05,0,0.348661632,53.33476991
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Silage without Manure,True Forest,0.061528337,0.061487082,4.12551E-05,4.12551E-05,0,0.061528337,9.411989643
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Small Grains and Grains,True Forest,2.254385396,2.254356553,2.88428E-05,2.88428E-05,0,2.254385396,344.853334
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Double Cropped Land,True Forest,1.879153071,1.879121989,3.1082E-05,3.1082E-05,0,1.879153071,287.4540453
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Specialty Crop High,True Forest,0.304274986,0.304236209,3.87771E-05,3.87771E-05,0,0.304274986,46.54494457
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Specialty Crop Low,True Forest,0.530954094,0.530909138,4.4956E-05,4.4956E-05,0,0.530954094,81.22004772
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Other Agronomic Crops,True Forest,2.101618466,2.101589737,2.87286E-05,2.87286E-05,0,2.101618466,321.4845767
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Other Hay,True Forest,4.648110673,4.648078921,3.17514E-05,3.17514E-05,0,4.648110673,711.0214896
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,treeplant,Tree Planting,Landuse Change,Acres,Agriculture,Pasture,True Forest,7.363480464,7.363456483,2.39812E-05,2.39812E-05,0,7.363480464,1126.391607
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Full Season Soybeans,Ag Open Space,52.09695049,52.09690741,4.30783E-05,4.30783E-05,0,52.09695049,8495.970686
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Grain with Manure,Ag Open Space,33.13459059,33.13455997,3.06116E-05,3.06116E-05,0,33.13459059,5403.589033
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Grain without Manure,Ag Open Space,55.75434781,55.75431763,3.01825E-05,3.01825E-05,0,55.75434781,9092.41904
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Silage with Manure,Ag Open Space,2.37697283,2.37692625,4.658E-05,4.658E-05,0,2.37697283,387.6367292
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Silage without Manure,Ag Open Space,0.419465364,0.419425983,3.93815E-05,3.93815E-05,0,0.419465364,68.40641158
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Small Grains and Grains,Ag Open Space,15.36908923,15.36905743,3.18044E-05,3.18044E-05,0,15.36908923,2506.391072
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Double Cropped Land,Ag Open Space,12.81097275,12.81092749,4.52578E-05,4.52578E-05,0,12.81097275,2089.213435
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,landretireopen,Land Retirement to Ag Open Space,Landuse Change,Acres,Agriculture,Other Agronomic Crops,Ag Open Space,14.3276133,14.32757468,3.86139E-05,3.86139E-05,0,14.3276133,2336.547177
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Full Season Soybeans,Ag Open Space,61.73327097,61.73325297,1.80053E-05,1.80053E-05,0,61.73327097,11190.39003
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Grain with Manure,Ag Open Space,39.26346411,39.26343246,3.16423E-05,3.16423E-05,0,39.26346411,7117.288138
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Grain without Manure,Ag Open Space,66.06717608,66.06713877,3.73102E-05,3.73102E-05,0,66.06717608,11975.99701
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Leguminous Hay,Ag Open Space,8.677234404,8.677199324,3.508E-05,3.508E-05,0,8.677234404,1572.92228
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Silage with Manure,Ag Open Space,2.816639046,2.81659277,4.62766E-05,4.62766E-05,0,2.816639046,510.5721599
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Silage without Manure,Ag Open Space,0.497053233,0.49700334,4.98932E-05,4.98932E-05,0,0.497053233,90.10083952
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Small Grains and Grains,Ag Open Space,18.21189448,18.21186777,2.67131E-05,2.67131E-05,0,18.21189448,3301.270112
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Double Cropped Land,Ag Open Space,15.18060588,15.18055933,4.65488E-05,4.65488E-05,0,15.18060588,2751.788428
MD,24005(cbwsonly),"Baltimore, MD (CBWS Portion Only)",Non-Federal,grassbuffers,Grass Buffer,Landuse Change,Acres in Buffers,Agriculture,Specialty Crop High,Ag Open Space,2.458064582,2.458032424,3.21583E-05,3.21583E-05,0,2.458064582,445.5733668
